run,feature,audio_feature,vae_arch,cluster_method,clusters_requested,dbscan_eps,dbscan_min_samples,latent_dim,beta,cond_col,n,n_clusters_eff,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity
vae,logmelspec,mfcc,conv2d,agglomerative,6,0.5,5,16,1.0,,152,6,0.0519446320831775,7.27576877473615,2.797328796617636,0.0165651735079277,0.0580712894423089,0.4802631578947368
vae,logmelspec,mfcc,conv2d,agglomerative,6,0.5,5,16,1.0,,152,6,0.0519447885453701,7.275769703642283,2.7973279336205255,0.01656517350792772,0.05807128944230893,0.48026315789473684
