run,feature,audio_feature,vae_arch,cluster_method,clusters_requested,dbscan_eps,dbscan_min_samples,latent_dim,beta,cond_col,n,n_clusters_eff,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity
vae,multimodal,logmelspec,mlp,kmeans,6,0.5,5,16,1.0,,152,6,0.0468342378735542,7.222688296651428,2.767160403578744,0.004346610453691,0.1636630008879709,0.2105263157894736
vae,multimodal,logmelspec,mlp,kmeans,6,0.5,5,16,1.0,,152,6,0.0468342378735542,7.222688296651428,2.767160403578744,0.004346610453691,0.1636630008879709,0.2105263157894736
vae,multimodal,logmelspec,mlp,kmeans,6,0.5,5,16,1.0,,152,6,0.05552065372467041,7.874737380681948,2.728734253975315,0.0057453156775737575,0.18320099594911468,0.20394736842105263
