run,feature,audio_feature,vae_arch,cluster_method,clusters_requested,dbscan_eps,dbscan_min_samples,latent_dim,beta,cond_col,n,n_clusters_eff,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity
raw,logmelspec,mfcc,conv2d,kmeans,6,0.5,5,16,1.0,,152,6,0.0934834033250808,19.53091290880669,2.194780775189217,0.0358200072953941,0.0783222380391271,0.6842105263157895
raw,logmelspec,mfcc,conv2d,kmeans,6,0.5,5,16,1.0,,152,6,0.0934834033250808,19.53091290880669,2.194780775189217,0.0358200072953941,0.0783222380391271,0.6842105263157895
raw,logmelspec,mfcc,conv2d,kmeans,6,0.5,5,16,1.0,,152,6,0.09348340332508087,19.53091290880669,2.194780775189217,0.03582000729539411,0.07832223803912713,0.6842105263157895
