run,feature,audio_feature,vae_arch,cluster_method,clusters_requested,dbscan_eps,dbscan_min_samples,latent_dim,beta,cond_col,n,n_clusters_eff,silhouette,calinski_harabasz,davies_bouldin,ari,nmi,purity
vae,lyrics_tfidf,mfcc,mlp,kmeans,2,0.5,5,16,1.0,,4044,2,0.04535109922289848,193.49137624625016,4.498155407784197,-0.0002317408056975667,1.1292044950529248e-05,0.5019782393669634
